,host_processors_per_node,host_processor_model_name,host_processor_core_count,host_memory_capacity,host_storage_type,accelerators_per_node,accelerator_model_name,accelerator_memory_configuration,accelerator_memory_capacity,accelerator_interconnect,framework,operating_system,training_ms
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,522443.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,838832.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,1247149.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,645480.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,653226.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,808595.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,537442.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,606920.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,938659.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,514210.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,660787.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,823309.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,1093745.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,723903.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,553473.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,792341.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,799152.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,483998.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,491680.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,846458.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,1117080.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,730675.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,607077.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,823031.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,961988.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,646166.0
72,2,Intel(R) Xeon(R) Platinum 8480+,56,2.0 TB,NVMe SSD,8,NVIDIA H100-SXM5-80GB,HBM3,80 GB,NVLINK Gen4 900 GB/s + NVSWITCH Gen3,MXNet NVIDIA Release 24.04 or PyTorch NVIDIA Release 24.04,Ubuntu 22.04.4 LTS,615391.0
